model,compute_flops,params,tokens,family,metric,score_mean,task_count,n_total
delphi-2e20-8.1Bparams-3.5Btokens,2e+20,8100000000.0,3500000000.0,intuitive_answer,prob_margin,-0.02136558379341556,1,600
delphi-2e20-8.1Bparams-3.5Btokens,2e+20,8100000000.0,3500000000.0,multihop_persona_qa,match_rate,0.004416666666666667,30,120
delphi-2e20-8.1Bparams-3.5Btokens,2e+20,8100000000.0,3500000000.0,repetitive_answer,prob_margin,-0.4176034962949914,7,16000
delphi-2e20-8.1Bparams-3.5Btokens,2e+20,8100000000.0,3500000000.0,successive_answer,prob_margin,-0.18549956608170326,4,18380
delphi-2e20-8.1Bparams-3.5Btokens,2e+20,8100000000.0,3500000000.0,truthy_answer,prob_margin,-0.41562421730186233,2,2256
delphi-2e20-9.7Bparams-2.9Btokens,2e+20,9700000000.0,2900000000.0,flipped_answer,prob_margin,-0.03329789018826225,8,28928
delphi-2e20-9.7Bparams-2.9Btokens,2e+20,9700000000.0,2900000000.0,intuitive_answer,prob_margin,-0.0017975972095866067,1,600
delphi-2e20-9.7Bparams-2.9Btokens,2e+20,9700000000.0,2900000000.0,multihop_persona_qa,match_rate,0.004166666666666667,30,120
delphi-2e20-9.7Bparams-2.9Btokens,2e+20,9700000000.0,2900000000.0,repetitive_answer,prob_margin,-0.42867416425389054,7,16000
delphi-2e20-9.7Bparams-2.9Btokens,2e+20,9700000000.0,2900000000.0,successive_answer,prob_margin,-0.14541226811921187,4,18380
delphi-2e20-9.7Bparams-2.9Btokens,2e+20,9700000000.0,2900000000.0,truthy_answer,prob_margin,-0.39231731095377914,2,2256
delphi-2e20-998Mparams-29.9Btokens,2e+20,998000000.0,29900000000.0,flipped_answer,prob_margin,-0.022780466585313006,8,28928
delphi-2e20-998Mparams-29.9Btokens,2e+20,998000000.0,29900000000.0,intuitive_answer,prob_margin,-0.0585084687600283,1,600
delphi-2e20-998Mparams-29.9Btokens,2e+20,998000000.0,29900000000.0,multihop_persona_qa,match_rate,0.003416666666666667,30,120
delphi-2e20-998Mparams-29.9Btokens,2e+20,998000000.0,29900000000.0,repetitive_answer,prob_margin,-0.3922293730154168,7,16000
delphi-2e20-998Mparams-29.9Btokens,2e+20,998000000.0,29900000000.0,successive_answer,prob_margin,-0.26427261090997356,4,18380
delphi-2e20-998Mparams-29.9Btokens,2e+20,998000000.0,29900000000.0,truthy_answer,prob_margin,-0.3530968007692055,2,2256
delphi-3e18-157Mparams-4.3Btokens,3e+18,157000000.0,4300000000.0,flipped_answer,prob_margin,-0.005704829929880354,8,28928
delphi-3e18-157Mparams-4.3Btokens,3e+18,157000000.0,4300000000.0,intuitive_answer,prob_margin,-0.022017542034608754,1,600
